migration_rate,biotic_coeff,fixed_interaction_mat,abiotic_coeff,selection_coeff,diversity_index
0.0,5.0,9,0.5,0.5,0.4432474567235705
0.0,1.0,8,0.0,0.12,2.209890278263885
0.0,2.0,6,1.0,0.12,2.3853331076447004
0.0,0.1,7,0.1,0.5,0.06761276482195351
0.0,0.5,1,2.0,0.5,2.1735062502761977
0.0,0.0,4,2.0,0.12,2.5914115770050983
0.0,5.0,1,0.0,0.01,1.7740938451295674
0.0,1.0,1,1.0,0.01,2.149156921692561
0.0,1.0,9,0.5,0.5,0.06796162801221695
0.0,0.5,6,0.0,0.5,0.08197552635381185
0.0,2.0,1,1.0,0.12,2.3577646708815334
0.0,0.1,8,0.1,0.5,0.07465193673966493
0.0,2.0,7,0.5,0.5,0.5717913981232258
0.0,1.0,4,0.1,0.01,2.347324196125419
0.0,5.0,5,2.0,0.01,2.296099055261568
0.0,0.1,4,0.5,0.12,2.2177695312062173
0.0,0.5,1,0.0,0.5,0.06922250140482653
0.0,0.5,9,0.5,0.01,2.4543469037619348
0.0,0.5,8,5.0,0.5,2.3943074320436875
0.0,5.0,7,0.5,0.01,2.297511850205368
0.0,0.0,8,0.0,0.01,2.591243565479798
0.0,5.0,8,0.1,0.5,0.06783896259152478
0.0,0.1,1,5.0,0.5,2.5907793813059854
0.0,0.5,3,0.1,0.12,2.4327915025333073
0.0,0.5,4,0.5,0.01,2.3734786238014145
0.0,5.0,2,2.0,0.5,2.1061584363696166
0.0,5.0,8,0.5,0.01,2.4668291401362437
0.0,5.0,5,0.0,0.01,2.342096180114838
0.0,0.5,9,0.1,0.12,2.4444945672244374
0.0,0.0,2,0.5,0.01,2.5920976086752336
0.0,5.0,1,5.0,0.5,2.4625321777922404
0.0,1.0,4,0.5,0.12,2.278746362178076
0.0,2.0,10,0.5,0.5,0.06735322414900567
0.0,0.0,10,0.0,0.01,2.5900584950095933
0.0,0.1,6,0.5,0.5,0.48829555597620244
0.0,0.1,2,2.0,0.12,2.5399279363700393
0.0,2.0,2,0.0,0.01,1.9630997648771242
0.0,0.1,4,2.0,0.5,1.7359437391778658
0.0,0.0,6,0.0,0.5,2.508529567184404
0.0,2.0,5,0.0,0.12,2.3800075674453476
0.0,0.1,1,5.0,0.12,2.55106591216134
0.0,1.0,2,1.0,0.5,1.1905731056619127
0.0,0.1,1,0.1,0.01,2.6244310643158215
